Sentimen;Text
Positif;goommybears pling bener ikut kampus merdeka walopun sistemnya kadang gaje
Negatif;gue benci pio bgt bgt gue dah cape mbkm dr smt 4 biar smt 67 nya enak malah sama aj KSL
Negatif;"Gue feeling BBH MSIB KAMPUS MERDEKA nih kayanya cairnya ga sesuai dengan perjanjian mereka Gila sih katanya Bantuan Biaya Hidup Bulanan tapi kok cairnya udah sampai selesai magang So Termin 1 aja belom cair apakah nanti termin 2 tidak di bayarkan who knows"
Positif;Gue kalau liat di linkedin ada yang ikut program bangkit atau kampus merdeka tuh iri banget Jaman gue kuliah gak ada yang kaya gini Magang cuma 2 bulan dapet apaan dah waktu itu Ya dapetnya sih ilmu yang emang gak gue dapet di kampus dan modal buat start my career juga
Positif;gue nentuin program mbkm semester 7 pilih program apa ya yang berkemungkinan bolehin gue izin konser 
Negatif;gumun dan mengkutuk cara kerja industri dan pelakunya Lalu tepatkah program kurikulum kampus merdeka dapat mengkonversi prestasi sebagai pengganti sks kuliah  Sepertinya masih  perlu dikaji karena program ini masih seumur jagung Namun kasus Salma bisa menjadi contoh
Positif;Guys mau nanya enakan daftar kampus merdeka semester 5 atau 6 yak
Positif;guys tolong rekomen info perusahaan magang msib kampus merdeka dong 
Positif;Guys worth it ikut kampus mengajar atau magang merdeka ya
Positif;guyss ada yang magang merdeka  msib mbkm di jaklingko gaa Udah bisa klik Daftar atau blm
Positif;gw BERSYUKUR BGT ternyata intern mbkm ada 12 orang ga cuma gw doang takutnya ntar jd tolol sendiri diantara profesional kn malu2in anjim
Positif;gw iseng ketemu ini di ig langsung ngakak wkwk sumpah program magang kampus merdeka tuh buagus emang soalnya kalian kelar kuliah udah ada pengalaman kerja buat dimasukin cv 
Positif;gw keinget dlu di akun twt depresi gw gw pernah DM orang nanya tentang kampus merdeka sasrabahu dan KMMI orngnya baik bngt kita ngobrol seru tentang studi kampus merdeka trus dia tba follow akun depresi gw tapi krna gw takut dia ngeliat tweet jelek gw gw block akunnya 
Negatif;gw mbkm di jakarta ntr biar deket sm lu 
Negatif;gweh udh hopeless bgt sama mbkm
Positif;gzreentea ahyeonreeves collegemenfess Formattemplate nya udh dari mbkm nya kak
Negatif;Habis ini giliranku semoga rejeki biar gk perlu ikut mbkm 
Negatif;"halfamour bisa banget sinii kak start 50k yuk cv ats bisa bahasa IndonesiaInggris 2 bahasa jadi 65k aja sinii udh pernah buat apply ln magang frisian flag kampus merdeka dll GAK ASALASALAN WA "
Positif;haloo luv minta info kos putri yang bisa disewa mingguan dan ready dong soalnya lagi mbkm di luar kota dan ada urusan akademik di kampus TIA
Negatif;hangyulajawa adaa kak di website kampus merdeka yg di halaman biasanya kita ngisi logbook harian
Positif;hanipppu lulusan mbkm kalo kata orang
Positif;hanjyysung collegemenfess klo berkas aku urus dikampus kak jadi di prodiku dosen yg dipilih yg urus berkas msib mbkm ini coba kamu tanya2 sm alumni msib dari kampusmu kira2 alur pemberkasan disana gimana
Positif;happlina sini aku prnh ikut mbkm soalnya
Positif;haremarem hrdbacot Magang kampus merdeka gajinya 28 kak masih manusiawi
Negatif;hari hari ngmgin mbkm smp mau muntah 
Negatif;hari ini direach up sama dua penerbit dan gw masih kagatau mo bales apa asli pusing kepala gw mikirin mbkm
Positif;hari ini mau ngerjain draft laporan mbkm  terus trial buat proker kkn 
Negatif;hari ini sampai jangka waktu yang belum ditentukan aku close dulu lagi kejar tugas akhir mbkm
Positif;harusnya gw mbkm aja annjir
Negatif;Harusnya seorang sarjana dalam pembuatan laporan harus real data lapan dan ilmu yang diterima di kuliahan bukan cuma sekadar sop dan kopetnsi yang didapat dari kegiatan mbkm dih
Positif;Healing berkedok MBKM meski stres dikit 
Negatif;HeheNana1019644 collegemenfess Jadi tuh batch sebelumnya kan enggak ada jumlah maksimal ngelamar lowongan di website kampus merdeka nih nah di batch 5 ini dibatesin per orang cuman bisa ngelamar ke 22 lowongan Btw kakak udah search info buat batch 5 belum ya
Negatif;"Heliacalz asteroits ooh iya ya aku ganti program kkn ke kkn mbkm dan ini lebih lambat mulainya jd bisa libur dl alaaa gabisa ketemu kita ibun "
Positif;"Hello everyone So Im planning to have my next internship with Kampus Merdeka next semester Ada yang mau atau bisa share pengalamannya di program ini boleh dong Di reply atau chat juga boleh banget "
Negatif;HELP akun email kampus aku ga bisa log in Gitu mulu tiap mau tambah akun tolong gimana Trs daftar kampus merdeka pake akun email kampus atau pribadi CM 
Negatif;HELP GWEH GATAU CARA BIKIN CV BUAT MBKM SKSKSHSK
Positif;henlodeyo unudmenfess Mbkm coba nder Cukup membantu
Negatif;Heran napa kampusku kurang mendukung mahasiswanya buat ikut Mbkm pdhl kan programnya pemerintah kalo tau seribet ini mending ga ikut dari awal
Negatif;heydit ghemzyy worksfess Kak mau nnya dong jdi kan di kampus ada mkmb kyk magang kampus merdeka salah satunya ada Bank Indonesia berarti kalo magang disana dosa juga kah Pdhl cumn magang Kalo dapat beasiswa dri bank Indonesia Genbi juga dosa
Negatif;Hezoui  gua pernah bilang gak sih sistem mbkm tuh emang nyiksa wkwkwkwk
Positif;hhahaha hihii tiba2 mbkm
Negatif;"hi karena sekarang lagi open pendaftaran kampus mengajar angkatan 6 dan msib batch 5 boleh banget send mf buat tanya yaaa ak jg lg opfoll nicc mbkm"
Positif;hiks baru inget besok long weekend semoga cukup deh buat daftar mbkm
Positif;hokisetiapsaat kak mau nanya misal di prodi ku mt sem 5 metopen sem 6 sedangkan aku mau ikut mbkm sem 6 ada saran gak ya
Positif;hoshiiys Ntr kalo kampus merdeka ke umm bandung ajh
Positif;"hrdbacot background manajemen Pekerjaan sebelumnya ya jadi Admin HR aja di perusahaan otomotif asing  skg kerja jadi QC lab di perusahaan farmasi asing Itu dulu aku intern kampus merdeka nya di perusahaan farmasi lokal intern ya"
Positif;HUFT MANGAT RIMA AYO DIKIT LAGI TINGGAL BUAT PPT MBKM TERUS FINISHING PROPO SKRIPSI TERUS BUAT PPTNYA JUGA TERAKHIR URUS DAFTAR SISTEM THESIS
Positif;"I wish dlu gw berpikir seperti ini  1. Ambil program Fast track  S1S2  cuma 5 tahun 2. Semester 12 S1 ikut organisasi 3. Semester 34 S1 perbanyak daftar seminar  pelatihan 4. Semester 5 S1 ikut MBKM Magang  jadi gk perlu magang lagi  nilai semua di konversi"
Positif;"iamdjamesss fatmountalpaca PNSAbabil prastow awemany kpertiwi29 direktoridosen Punya anak mahasiswa bimbingan skripsi untung kl sedikit sbg DPL kampus merdeka Lengkap dah bisa buat "
Positif;IamPrasPrasetja hanya dalam waktu 6 minggu Pokoknya tuh materi dipadetin sepadetpadetnya Kita juga diputer ke berbagai setting kesehatan komunitas kerja dan sekolah Ini juga masuk sebagai pilihan kegiatan MBKM buat jurusan aku Tapi setelah ikutan ini aku mikir2 lagi buat lanjut S1
Negatif;"ibamarief MuhammadGhifary Baam KM ini ngesync dari pddikti tiap berapa lama siberantem mulu ama CSnya Kampus Merdeka "
Positif;"icuspencintajkt Puji Tuhan klo betah sih kak Jadi ga stres2 amat ngejalanin MBKM yang aku ga tau itu se ngeri apa"
Positif;Ih ingin mbkm lagi tapi dah ikut 2x trs dah smt 8  
Positif;ihopesook collegemenfess Yaa ditinggal KRSnya diganti matkul buat konversi mbkm
Positif;ijaheyy smt dpn mbkm lgi yok
Negatif;ikut kampus merdeka ga ya tapi asli gue males banget jadi guru begitu anjg
Negatif;ikut mbkm msib kaga ya gw pusing sendiri asli
Negatif;Ikutan mbkm udah niat buka rek baru Eh 2 sem kedapetan yg unpaid semua wkwk hangus aja tu duit 200k cuman buat potongan biaya admin doang
Negatif;illsshine IISMAfess Setahuku gabisa karena salah satu syarat daftar iisma belum pernah mengikuti program mbkm
Negatif;Im blaming kampus merdeka for this
Negatif;imissu guys kalo mau bikin email kampus karena mau ikut mbkm apa tetep harus ngelist mahasiswamahasiswa lain yang mau barengan bikin email kampus juga nggak bisa langsung diproses sendiri kah
Positif;inainoana udah ambil surat mbkm ni gua kalo keterima gas full time
Negatif;Indonesia timur nampaknya perlu diperhatikan lagi soal penerapan MBKM ini krn fasilitas dan akses yg masih terbatas Mendikbud Nadiem hrs melihat ini sbg persoalan serius Faktanya kalo sistem sebesar ini gagal bbrp generasi akan tumpul dimasa depan 
Positif;infoooo dan sharing magang MBKM donggg
Negatif;ingin ikut mbkm tapi tidak mau mengganggu sempro 
Positif;ini maksimal bisa daftar apa aja ada yg tau misal mau daftar kamjar trs daftar si sama magang juga cari2 info ttg mbkm dimana ya thxx cm
Positif;Ini mutualan yg seleting Usk siapa aja ya mau tanya magang mbkm 
Negatif;ini rekening bank w msh dalam proses aja dah di kampus merdeka
Negatif;ini udah ikut studi independen kampus merdeka 2 short course 2 kelas kuliah di luar undip 2 matkul peminatan magang virtual rasanya ga bisa santaiii  pusinggg YA ALLAH CAPE
Positif;ipbmenfess Ini incase kyk gw waktu sem 5 tahun lalu yg harusnya mayor masih bnyk tp pgn ikut MBKM Worth it ngikut MBKM yg bisa ngeclaim matkul mayor min 1 lah selebihnya bisa diclaim EC di semester tsbt Jdi sistemnya udh terencana mau claim matkul apa aja dan WAJIB bgt konfirmasi ke
Positif;iri bgt sm tementemen yg mbkm masi bisa nonton konser workshop nonton teater pergi ke museumpameran mbkmku ribet bgt perasaan banyak dl
Positif;"itbfess 22 Beneran 24 itu berat. Nggak perlu ambil 24 kecuali kamu mau ngincer fast trackMBKM mungkin Toh tetep bisa kekejar di 8 semester"
Positif;itsfess Diperbaiki Emang masih bisa Mending ikut MBKM
Positif;"itsfess MBKM ngasdos ikut proyek dosen dapat duit sedikit lebih baik daripada ngeluarin duit"
Positif;Itulah pentingnya Mas Menteri bebaskan MBKM dr Tirani Bimbingan Skripsi S1 lbh dr 2 th  IPK yg berlebihan Buat Permennya yg batasi Bimbingan Skripsi S1 maksimal 1 th spy Mahasiswa tdk tua di Kampus Toh akhirnya HRD butuh tenaga yg Terampil Prima bukan Ijazah Prima 
Positif;ivandila di kampusku anak sem 2 kmrin oengumuman kampus merdeka lolos pertukaran mahasiswa di UGM nderr
Positif;"Jawaban dosenku seperti ini. Klu msh dlm kuota besar kmgkn diterima. Semoga diterima karena ini salah satu magang yang oke selain dapat sertifikat ini juga Magang MBKM banyak benefit yang bisa didapatkan"
Negatif;Jd gimna nih yg mau lulus 35 tahun Sksksksksk sem7 aja baru milih peminatan dasar mbkm aneh 
Negatif;je nanti kalau beneran ambil kkn mbkm kita sekelompok ya td setelah finalisasi mbkm gue tanya jd kah aku masuk kelompokmu malah berteletele dg inti liat nanti ya liat nanti ogah ngapain gue dg rela jd second choice mending cari kelompok lain
Negatif;"jeechwita Adek ku ikut 2 kali mbkm pertukaran di smstr 5  kamjar smstr 6  Dia pengen ikut MSIB sebenernya tp gak lolos wkwkwk Akhirnya ikut magang dr univ di smstr 7 Jamanku belum ada mbkm jeee haha"
Positif;"jeechwita Oh ini program dari mbkm doang kirain kombinasi sama program lain juga magang kan biasanya ada juga dr akademikuniv sendiri Kamjar stok sabarnya kudu double jee kayaknya haha "
Negatif;JefandraL Tau gk sih om gue kan mau daftar mbkm kan trs pas gue mau ambil transkrip nilai gue nunggu kaprodi lama bgt krn Lg rapat sampe jam 3 trs pas h1 close pendaftaran gue baru sadar klo ternyata transkrip nilai tuh ada ttd dekan alhasil transkrip gue Gk ada ttd dekannya 
Negatif;Jends cowoku lagi MBKM terus temen cewenya ada yg sering bgt masuk ke kamar cowo Wajar ga sih
Positif;Jends cv mbkm isinya apa aja ya
Negatif;jends penerima kipk boleh ikut mbkm ke ln gasih guys mau nanya ke dosen tp takut malah gadibolehin dr awal
Positif;jends yang mau kkn itu pendaftaran yg ada lampiran dokumen tu diserahin scr langsung ke fakultas apa itu diunggah onlen juga sender lg mbkm diluar pwt soalnya
Negatif;Jika salah upload SR di laman kampus merdeka bagaimana ya mohon bantuannya  kampusmerdeka msib
Positif;jngn lupa cek web mbkm scr berkala sianying msib ni mitra yg dibuka baru dikit pdhl pendaftaran terakhir tgl 7 bsk 
Positif;jodohkudikorea collegemenfess gatau nder Padahal enak hlo mahasiswa bisa ambil magang atau iisma di kampus merdeka sebelum lulus Tapi kalo ada masalah finansial mau lulus cepet trus dapet kerja kan kita gatau
Negatif;jogmfs Masa ig kampus merdeka lebih banyak following nya
Negatif;joining mbkm sastra wayang is great until you face uas membuat artikel ilmiah penelitian lakon wayang
Positif;jskinanthi lho mbak bukannya bareng kan mbak kinkin ikut mbkm
Positif;Jujur gue masih ga nyangka diberikan kesempatan buat kuliah di UNPAD lewat program PMM Kampus Merdeka Kampus impian gue UNPAD TUNGGU GUAAA GUA BNTR LAGI KESANA GA BAKAL LAGI LIAT GEDUNG REKTOR LEWAT PINTEREST DAN LAIN 
Positif;Jujur yah abis ikut sosialisasi kkn tadi siang tiba2 mbkm dan msbi terlihat sangat menggiurkan Tapi pendaftarannya dah ditutup duaduanya
Negatif;jujuuur sebelum milih lanjut organisasi gue mikirnya bakal enjoy smt ini krn udah ga sehectic smt kemarin butt MBKM RUINED EVERYTHING secapek itu hampir tiap hari ke lokasi dan LAPORAN AKHIRNYA DAH LAH EDISI CURCOLL
Negatif;juni nnti misal lolos mbkm dan ga mengundurkan diri dr giat 5 bakal kena sanksi dan klo ga lolos mbkm dan uda mengundurkan diri dr giat 5 makin dilema bisa ikut lg di giat 7 nnt minta tlg kasi sender saran dan masukan dan alasannya apa ty
Negatif;jurusan nyuruh mbkm tapi konversi sulidddddd 
Positif;Jusmarkisa unnesmenfess aku jga beli iPhone XR dari uang magang MBKM meskipun aku penerima KIP itupun uang magangnya dipotong uang KIP
Positif;justsitnobserve Nestle buka mbkm Coba ae coy
Positif;justtorant74489 Iyaa dia diluluskan dimata kuliah praktek kampus merdeka kan gitu penerapanya
Positif;kakak kakak disini punya saran atau mungkin bole sharing pengalamannya ikut mbkm ngga yaaa aku bingung mending magang studi independen atau kampus mengajar masih mikirin plus minusnya
Positif;Kakak2 yg pernah ikut progam studi independent kampus merdeka boleh reply ga saya mau nanya nanya uner
Positif;Kalau 2024 gak bisa ikut kegiatan pertukaran mahasiswa merdeka paling tidak harus ikut kegiatan kampus mengajar AAMIIN
Negatif;Kalau gue ngeluh di sw takutnya mereka liat dan gak jadi ikut MBKM kayak gue GAK BOLEH So yaudah gue akan ngeluh di sini
Positif;Kalian tulis di cv nya gimana kalo punya pengalaman magang mbkm cm
Negatif;kalo ditanya kenapa sekarang keknya organisasi keknya agak susah buat kaderisasi atau kepanitaan kurang minat selain jawaban karena ada mbkm magang² yg lain dan kesempatan lain sebenernyaa tu se simpel emang di organisasikepanitiaan dapet apasi karena yahh klo dijawab bakal
Positif;kalo ikut mbkm bisa tetep ambil skripsi ngga sih
Negatif;kalo liat komen IG nadiemmakarim isinya keluhan masalah semua dia ke paris london kerjasama pendidikan kampus merdeka dll yg sbnernya efek buat solusi masalah ini kecil  kerjasama yg beliau lakukan berefek selama ini cm buat kampus gede atau sekolah mahils
Negatif;kalo mau join program kampus merdeka agk susah karna kita dibawah naungan kemenag bkn kemendikbud solusinya hrs mau sksd sm anak fakultas lain atau deketin dosen2 buat dptin informasi kalo udh deket pasti ditelfonin kdg diajak makan bareng2 dibantuin
Positif;kalo udah daftar salah satu program mbkm tp blm pengumuman boleh daftar program yang lain juga gasi mbkm
Positif;Kampus Mengajar membuat aku jatuh hati Selain bisa mengabdi di masyarakat bertemu dengan banyak teman dari seluruh kampus lain dengan beragam jurusan  Rizka Agustina mahasiswa Fakultas Kehutanan dan Lingkungan Program Merdeka Belajar Kampus Merdeka MBKM Kampus Mengajar 
Positif;kampus merdeka belajar merdeka 
Negatif;Kampus Merdeka Maksudnya tuh kampusnya suka2 dan bebas merdeka menentukan UKT Mahasiswa dan orang tua mahasiswanya ya gak merdeka Sekarang dimana fungsi negara dan aparatus negara kalo begini 
Positif;"Kampus merdeka setidaknya punya 4 konsep dasar 1. PTN dan PTS mendapatkan hak otonomi 2. Program akreditasi ulang secara otomatis 3. PTN Badan Layanan Umum BLU Satuan Kerja Satker punya kebebasan utk jdPTN Badan Hukum 4. Dpt belajar selama 3 semester di luar program studi "
Negatif;Kampus merdeka tapi pemilihan rektor ga merdeka Penak turu wae ngasi 7 tahun 
Negatif;kampus merdeka tega banget masa udh mau kelar ngga cair2 bbh nya pusing
Positif;Kampus merdeka udh mau selese aja wkwkwk bakalan kangen sama bocil bocil kematian ckck
Negatif;Kampus merdeka yg saat ini tengah memasuki musim magang nampak sekali bahwa mahasiswa didorong agar segera memasuki dunia kerja alias budak korporat Hanya 3 semester di kelas sisanya magang diberbagai perusahaan salah satunya Gojek usaha Nadiem 
Positif;KampusMerdeka Di sini kpn y trotoarnya jd lebar nyaman banget hmmm 
Negatif;KampusMerdekaRI dari pada di it ngurusin pendaftaran MSIB batch 5 MENDING URUSIN DULU DEH BBH BATCH 4 YG BLM CAIR SAMPE SEKARANG KemdikbudRI nadiemmakarim TOLONG DI TINJAU KEMBALI PROGRAM KAMPUS MERDEKA YG SATU INI Namanya aja kampus merdeka TAPI GA KELAKUANNYA GITU
Positif;kan tiapp prodiii kudu ada minimal mhs ikut mbkm wkwkwkwkwk 
Negatif;kapan sih ini urusan mbkm bangun tidur kelar
Negatif;kapan ya uin ada program kaya kampus merdeka gitu
Positif;Kasta tertinggi di program mbkm tu IISMA ya
Positif;kata gue teh bismillah aja yaa mbkm
Negatif;Kata gw aneh ini mitra mbkm Tapi yaudahlah Dikerjain aja
Negatif;Katanya kampus merdeka tapi nyatanya ga merdeka wkwk
Positif;kating ad yg prnah lolos msib mbkm ga si pls jwb
Negatif;"Kebijakan Kampus Merdeka Nadiem Makarim akhirnya berpotensi terjebak pada sekadar jargon semata karena tidak menyentuh akar permasalahannya
Ada Kampus Merdeka sekarang ada Kampus Mengajar itu seakanakan jargon saja ujungnya memprkaya Nadiem bkn mencerdaskan mahasiswa "
Positif;kegblgnunfaedh tahun dpn si semoga keterima mbkm atau kkp di tmpt yag bags
Negatif;"kegblgnunfaedh Wah gilak jago bgt itu skill nguntitnya hrs dicari tuh keknya udh banyak makan korban Kek sistim MBKM udh bikin mahasiswa pada bingung"
Negatif;keikoazura14 Ini sad fact banget emg Keiii Makanya harusnya sih program pemerintah itu merhatiin pemerataan pendidikan dulu Tapi kalo pemerataan pendidikan kayak Kampus Merdeka gt udh telat dan gak sepadan Misal anak UI disuruh tukeran tmp belajar sm Univ Manokwari mau gak Kan engga ya
Negatif;kek bisa ga ya sehari ga typo ini masalahnya typo w parah bgt sampe ke logbook kampus merdeka
Positif;kemana ya nanti mbkm
Positif;Kemarin gaji MBKM baru turun jd langsung traktir keluarga mam bubur kwang tung enak bgt HSHSHSH trs beli bukuwww 
Negatif;KemdikbudRI pddikti Halo min kenapa ya data ipk di web mbkm dan di transkrip nilai bisa berbeda kira kira solusinya bagaimana min
Negatif;"Kena Batunya Mega Korupsi BTS Korupsi dg jml Fantastis terulang di Rezim ini Pikiran Publik Sederhana jk ARB tdk bersih ga mgkn bs selesaikan 5 th jd Gubernur. Sejak Pencalonan sdh dimusuhi dendam kesumat diperlihara. Beda politik hrsnya biasa saja "
Negatif;kenapa dulu aku mau ikut mbkm ya
Negatif;kenapa libur semester ini tuh rasanya kaya bakal lama banget krna gw jg ikut MBKM kan kaya di batin tuh udh bilang kayanya bakal kangen banget sama kosan duhhh
Negatif;Kenapa mbkm gaada yang di surabaya atau malangg semuanya di jkt ini gimana yaa mana butuh konsul buat skripsj kan gak mungkin tiap minggu pp jakarta malang bisa tekor
Negatif;Kenapa sih MBKM banyak drama nya ga kampus ga dikti sama aja
Negatif;kenapa ya ipk di web mbkm bisa beda sama yang di transkrip nilai takut banget mempengaruhi seleksi 
Negatif;kenapa yaa uin gak masuk kampus merdeka 
Negatif;kencur0987 mulmatamu khilyaku Beda cerita yang keterima MBKM cukup buat keseharianyang foyafoya 
Positif;keren deh orang yang mau dua kali ikut mbkm tapi dari filkom ub hehehe
Negatif;kesimpulannya adalah sedih ngga bisa daftar kampus merdeka tahun ini perkara NIM belum masuk PDDikti tapi tetep seneng dapet offering pindah kerja di IT consultant company
Negatif;"ketik 1 untuk menyerah di kampus merdeka 1111111111 "
Negatif;khawatir kkn tu ya pas seleksi mbkm nya
Negatif;kimsooyaturtle utfess dapet tpi tetep aja harus nyiapin uang pribadi ya krna uang dri kampus merdeka ga selalu tepat waktu
Negatif;kimyeonmark jgn gitu dia dapet nilai 55 mbkm makanya aku ketawanya tailan
Negatif;"kirain dpt B dari mbkm prodi manajemen udah jelek ternyata sekelas pada dpt C semua kecuali guemaaf ya Allah kalau kurang bersyukur"
Negatif;Kita maunya kkm aja deh pakbu gamau mbkm
Positif;kkummambam AKUU skrg lagi sibuk ngerjain tugas tugas akhir sblm uas ngurusin organisasi sm buat buat daftar mbkm alias magang nih hiks doain yah tetehh 33 km lagi apaa huhu hows lifee miccu bgt
Positif;kle ada yang sudah pernah ikut magang mbkm di kampusnya kalo ada boleh tanya tanya ga
Negatif;klmholic Same energy dgn temenku yang minta ttd wd untuk keperluan kampus merdeka dari jam 8 sampe jam 4 belom ada kabar 
Positif;Kmren dpt direction kl mau lulus cepet nnti aja ikut mbkm d sems 7 trus ajuin judul d sems 5 or 6 Sdkt brntng ambl kelas yg bd krn dpt kmdhn u mngrs ini itu buat lulus SMNGT YA YOOO BNTR LG KOK 
Negatif;knp ya ibu ni kayak ada dendam kusumat sama aku  aku slalu dpt BC sma beliau dlm mk apapun padahal tugas slalu dikerjain bahkan jdi mahasiswi bayangan tpii dpt BC katanya karna mini proposal  aku punya mbkm jd dikasi nilai rendah YA TAPI GA BC JUGA DONG GIMANA SII
Negatif;ko gue ga inget apa2 ya smt 4 sama 5 ikut mbkm apaan iseng cek pddikti buat liat status mhs trs baru ngeh smt 4 sama 5 statusnya mbkm kyk perasaan gue kg ngapa ngapain dah ok saatnya baca doa lupa 
Negatif;koiso ulya ngomong kalian mbkm ke fasilkom aja kalkulus full ngang ngong ngene kok yo
Negatif;kolom program studi saat regist akun mbkm kenapa gabisa diklik yaa di aku cm 
Positif;"Konteks Studi Independen Kampus Merdeka. Mending ngambil studi independen dari hal yang spesialisasinya disitu dan 90 materi udah kupelajari atau ngambil materi baru yang bukan spesialisasikuwalau masih berhubungan "
Positif;kr HR HR tuh pada ngeh sama magang magang bergengsi kayak kampus merdeka atau magenta fhci bumn gak ya
Positif;krisnasamuderaa itsmeilmn Jangan lupa ikut mbkm Ben tambah gendeng
Positif;Krn kating  temenku jg ada yg ikut mbkm nyambi jd bukan organisasi Tp bagiku yg selama SMP  SMA yg sepasif itu bisa berada di titik ini tuh uda cukup wow Tp masih merasa kurang dan akan mencoba lebih berkembang lagi kedepannya
Negatif;Kuliah berat bgini curiga keterima magang mbkm di Freeport klo ga di UT
Negatif;kuncibiru7 UPIfess Aku emang lagi MBKM sih sekarang Tapi sependengaran aku katanya baik MBKMga KKN 2 sks tuh udah ga wajib Karena katanya ada KKN Kebangsaan yang 20 sks itu Apa gmn sih kebijakannya sebenernya
Negatif;Kurikulum kita setidaknya mengalami penyesuaian hingga 11 kali Yg terkahir Nadiem mengubahnya dgn mengusung istilah MERDEKA BELAJAR Konsep ini secara dohir memang nampak keren tapi aslinya sangat bernuansa bisnis Utk kali ini kita lbh fokus ulas pd sisi KAMPUS MERDEKA 
Negatif;"l dr kmrn kaprodi gabisa ditemui td dosen yang pro kalau satu angkatan dialihkan dr kkn reguler ke kkn mbkm milih buat ga kelas dosen yg pro dan berani masuk kena bulan bulanan amukan massa "
Positif;lagi buat portofolio dari project mbkm kemarin karena waktu itu aku jadi FE sekarang aku mau bikin versi BE nya bahasa yang digunain Typescript pake framework nestjs databasenya postgresql ORM pake Prisma 
Negatif;Lagian si itu aja cuma bebas magang doang karena itu bagian dari mbkm tapi si itu juga wajib ngerjain skripsi
Positif;lagu yang tiap hari kudengerin jaman mbkm th lalu heheh
Negatif;Lah aku ikut mbkm kok ga ditulis begini  
Negatif;lah aku malah kebalikannya aku ikut kampus merdeka tapi statusnya cuma aktif  
Negatif;lah kampus merdeka aja bayaran sulit awowkok 3 bulan baru cair tu duit 
Positif;lampungbase Akuu Kampus merdeka bnyk si program ak cuma ikut stupen pm sama kmmi doang
Negatif;lelah dengan mbkm yang ga merdekamerdeka banget di kampus saya
Positif;Lexyconn Kalo sebelum berangkat enggak Tapi konsekuensinya nanti kamu gak bisa ikut program kampus merdeka yg lain
Positif;Lg rame info tentang kampus merdeka ws Terutama program magang bersertifikat Kampus green screen yg tak terdaftar hanya bsa diam  menonton
Positif;lho mas nadiem ga beres justru gua setuju dia meratakan pendidikan 12 thn lho sampe sma dan ngasi program belajar merdeka dan kampus merdeka 
Negatif;"Lihat soal soal UAS kesel banget yah Kaya anjir kaga ngerti apa apa Ini ko bisa gini ini ko gitu ngerjain nya kaya gimana anjrit Nasip MBKM tetep ikut kuliah cuman untuk UTS sama UAS tapi kaga tau materi "
Negatif;"lilyfrze collegemenfess Ga bisa daftar kak Kampus aku ga ngasih izin. Benarbenar minimal semester 5 saat mendaftar Padahal mah di web MBKM minimal semester 5 saat program MSIB dimulai"
Positif;lintangAD Halo InsanDikti  program Kampus Merdeka datang sepaket dengan 20 SKS dan pilihan konversinya dapat dikoordinasikan dengan perguruan tinggi
Positif;"lioemil nasquareddd Waduh apa lagi tuh Tahunya MBKM aja wkwkwk"
Negatif;literally questioning why the f i took this MBKM ALIRAN LINGU
Negatif;littlehugyou Ambis bat keknya bocah²an 20 latihan plkh rame bat rame padahal yang ambil matkul bisa diitung jari sisanya mbkm semua wkwk
Positif;liyuzausman UGMFESS Persiapan KKN makalah seminar laporan MBKM Rapopo Mas Lakoni alonalon penting hari H beres ra ono masalah
Positif;lolos mbkm kmi who
Negatif;lowongan magang di kampus merdeka emg belum rilis semua kh kok masih dikit
Negatif;lowongan video editor di kampus merdeka daerah jogja masa cuma 1 doang sih semester ini padahal pengen nyari yg deket deket biar bisa sambil skripshut
Negatif;lupa mau war coldplay karena panik kampus merdeka
Positif;Maaf temen2 aku mau nanya nih yang punya pengalaman magang kayak msib kampus merdeka atau yang lainnya Aku sekarang posisi sem 4 saya bisa dikatakan mhs kupu2 meskipun saya di kampus kaya ikut komunitas ngoding gitu dan tugas saya disana sebagai mentor untuk adik2 tingkat
Positif;macreaii langsung kontak HR lewat linkedin aja da magang mbkm sepi banget gils ga ky smt kmrn
Positif;Magang MSIB sama studi independen MSIB itu infonya dalam 1 opsi kan Kan di web ada opsi kampus merdeka Iisma Nah kalo magang msib itu 1 opsi sama studi independen cm
Negatif;makin kesini gue udah males bgt buat kuliah mungkin karena gaada temen dulu seneng banget ke kampus karena rame banyak temen memang kentot lah ini sistem gue gaboleh mbkm babi cepet selesai deh semester ini udah muak asksksk
Negatif;mana harusnta smt ini mbkm dan udh kp tapi ga dpt banding berkas pen ngamuk
Negatif;Mana udh pernah kampus merdeka 2x kan jadi gabisa lagi
Negatif;manifesting bbh turun minggu ye eh ini panitia mbkm tega bet coba elo semua bayangin anak eluh nanti magang diginiin ama perusahaanyedi negeri orang laen ape kaga sedih yang baek baek aja deh lu nanem karma buruk begini ama rakyat yang kena kan elu elu juga
Positif;manifesting bisa magangmbkm di jakarta
Positif;manifesting dapet magang mbkm semester 5
Positif;Manifesting diterima magang mbkm di semester 5 2023
Negatif;"manifesting gak ikut mbkm karena semester ini udah semhas aamiin"
Negatif;Manifesting lolos mbkm atau msib batch ini aamiin
Positif;manifesting lolos program kampus merdeka 
Positif;manifesting lolos seleksi mbkm sampe akhir
Positif;manifesting smester 7 mbkm dapet dosbing skripsi yang enak 2023 sempro
Positif;mari kita zoom mbkm dulu
Negatif;Markussiteladan taunya nanti MBKM ketemu spss lagi 
